7164   	3.08
71640  	3.5
7165   	3.0
71668  	3.33
7167   	3.0
7169   	3.94
7171   	3.5
7173   	3.04
71732  	2.5
71745  	2.67
7175   	2.25
7176   	3.5
7177   	3.5
7178   	3.0
7179   	2.5
718    	4.12
7181   	3.5
71810  	0.5
71823  	3.5
71838  	3.06
7184   	4.5
71867  	3.0
71899  	4.2
719    	2.84
7190   	3.5
71902  	3.5
7191   	2.0
71910  	2.5
7192   	3.0
7193   	3.0
71970  	4.0
71999  	4.5
72     	3.21
720    	4.09
72011  	3.72
7202   	3.0
7205   	3.0
7206   	3.83
7208   	3.75
7209   	3.5
72104  	4.5
7211   	3.5
7212   	4.25
72129  	3.5
72142  	5.0
7215   	3.5
7216   	4.17
72165  	2.0
72167  	3.38
7217   	4.0
72171  	3.5
72178  	4.5
7218   	4.5
7219   	4.0
722    	4.0
7222   	3.25
72224  	2.25
72226  	4.08
7223   	2.5
7225   	3.67
7228   	2.5
72294  	3.0
72308  	4.25
72330  	3.5
7234   	4.25
7235   	3.42
72356  	4.38
7236   	4.0
72378  	2.62
7238   	4.0
72395  	3.5
724    	3.03
72405  	2.25
72407  	2.67
72424  	0.5
7243   	3.5
7245   	1.0
7247   	3.45
72479  	3.5
7248   	3.5
72489  	4.17
725    	2.5
7251   	4.0
7254   	3.63
7255   	2.81
72554  	4.5
7256   	4.0
7257   	2.0
7258   	2.75
7259   	2.12
72591  	3.5
726    	3.0
7260   	3.5
72601  	3.0
72603  	3.0
72605  	3.5
7261   	2.17
7262   	2.0
72624  	3.5
7263   	3.35
7264   	4.0
72641  	3.68
7265   	3.73
7266   	4.0
72692  	5.0
72694  	2.0
72696  	0.5
72701  	3.0
72714  	4.0
72720  	3.83
72731  	3.17
72733  	3.86
72737  	3.75
728    	3.5
7282   	1.0
7285   	3.61
72874  	1.0
72919  	3.0
7292   	2.5
72921  	3.5
7293   	3.55
7294   	3.25
7297   	3.67
72982  	4.0
7299   	3.67
72998  	3.6
73     	3.46
7301   	3.5
73015  	2.75
73017  	3.85
7302   	3.5
73023  	4.1
7303   	4.0
7304   	4.0
73042  	2.67
7305   	2.5
7306   	3.0
7307   	3.0
7308   	2.5
731    	3.33
7310   	3.33
73106  	2.17
7311   	3.67
7312   	0.5
7315   	2.0
7316   	2.38
73160  	2.5
7317   	3.13
7318   	2.62
7319   	2.08
7320   	3.4
7321   	2.75
73211  	3.75
7323   	3.8
7324   	3.32
7325   	3.29
7326   	3.5
73266  	3.0
73268  	3.42
7327   	3.75
7328   	3.5
73290  	3.5
733    	3.64
73319  	2.4
73321  	3.28
73323  	4.2
7333   	4.25
73344  	4.25
7335   	4.0
7336   	3.5
73386  	1.5
7340   	2.75
73431  	2.5
7344   	3.5
7345   	4.0
7346   	3.12
7347   	3.3
7348   	3.5
73488  	2.0
7349   	3.0
73499  	3.5
735    	3.93
73501  	3.5
73515  	3.5
7352   	4.0
7354   	3.33
73569  	3.75
7357   	3.5
736    	3.32
7360   	3.91
7361   	4.16
7362   	3.25
7364   	4.0
7366   	2.94
7367   	2.57
73676  	3.0
7368   	3.5
73681  	3.0
7369   	2.25
737    	2.65
7371   	4.03
7372   	3.0
7373   	3.38
73741  	3.0
7375   	3.07
7376   	3.0
7377   	3.5
7379   	3.5
7380   	3.36
73804  	4.0
73808  	3.0
7381   	3.14
7382   	4.25
73822  	5.0
73854  	3.83
73858  	1.5
7386   	3.75
7387   	3.98
73876  	4.0
73881  	4.75
7390   	1.5
73929  	2.83
7394   	2.5
7395   	2.75
7396   	4.0
74     	4.0
74075  	1.0
74089  	3.5
74095  	2.5
741    	4.15
7411   	1.5
7414   	2.5
74154  	2.5
7419   	3.79
742    	2.82
74226  	5.0
74228  	4.0
74275  	1.5
74282  	4.75
743    	2.52
74324  	4.38
74342  	4.5
74370  	4.0
7438   	3.87
7439   	3.5
7440   	3.25
7443   	3.5
7444   	3.19
7445   	3.63
74450  	2.67
74452  	2.25
74458  	4.02
7448   	2.75
7449   	2.5
745    	3.9
7450   	2.75
74508  	3.33
7451   	3.76
74510  	4.25
74530  	2.36
74532  	2.5
7454   	2.71
74545  	3.79
7455   	3.0
74553  	4.0
7457   	3.5
7458   	3.43
74580  	2.0
7459   	4.5
7460   	3.58
74624  	4.0
74647  	1.0
74668  	3.75
74677  	4.0
74683  	4.0
74685  	3.38
74688  	3.5
74696  	3.0
74698  	2.17
747    	3.33
74727  	4.75
74750  	3.67
74754  	3.67
7477   	2.5
74789  	2.88
7479   	4.0
74791  	3.75
74795  	3.5
748    	3.11
7481   	4.0
7482   	4.04
74851  	2.5
7486   	4.75
74868  	3.0
7487   	4.0
74916  	2.33
7492   	4.0
7493   	4.0
74946  	3.22
74948  	4.0
75     	2.2
750    	4.27
75341  	4.0
75389  	3.0
75395  	3.25
7541   	3.25
75416  	1.5
75446  	2.5
7560   	4.0
7561   	3.5
7562   	2.5
7564   	2.5
7566   	4.0
7569   	3.83
757    	4.0
7570   	3.31
7572   	4.5
7573   	3.12
7579   	3.67
75803  	1.5
75805  	2.75
7581   	3.25
75813  	3.17
75816  	2.0
7584   	4.0
7587   	4.0
759    	3.5
75947  	2.0
75985  	3.5
76     	3.4
760    	4.25
76030  	0.5
76054  	4.0
76060  	3.5
76077  	3.3
76091  	5.0
76093  	3.94
761    	2.79
7614   	4.5
76143  	4.5
7615   	4.5
7616   	2.5
76173  	3.75
76175  	2.31
7618   	3.5
7619   	3.67
762    	2.41
7620   	4.0
7624   	2.75
76251  	3.65
76293  	3.32
76301  	4.5
7636   	0.5
764    	3.5
7646   	3.0
7647   	3.75
7649   	2.8
765    	3.16
7650   	2.0
7657   	3.75
766    	3.5
7669   	3.56
76738  	3.5
76743  	3.5
76751  	3.0
76763  	3.5
7698   	3.7
77     	4.0
7700   	3.3
7701   	1.79
7702   	3.5
7704   	2.0
7705   	4.0
7706   	4.12
7707   	2.0
7708   	2.0
7713   	4.0
7714   	4.0
7716   	3.5
77177  	4.0
77191  	3.25
7720   	2.75
77201  	2.5
77206  	3.5
77233  	3.5
77266  	3.5
7727   	3.0
7728   	3.67
773    	3.5
7730   	3.0
77364  	3.0
77414  	3.5
7742   	0.5
77421  	2.5
77427  	0.5
7743   	3.5
7745   	4.0
77455  	4.04
7748   	3.88
7749   	4.0
775    	3.0
7753   	3.5
7756   	4.0
77561  	3.51
7757   	3.5
7762   	3.62
7766   	4.0
77667  	3.0
7767   	4.75
77688  	4.5
77709  	2.5
7772   	3.5
7773   	4.0
77795  	3.5
77798  	1.25
778    	4.04
77800  	4.0
7781   	1.5
7782   	3.0
77841  	2.0
77846  	5.0
7786   	3.5
77866  	3.17
77881  	3.5
7789   	4.0
77893  	4.0
779    	4.0
77931  	4.0
78     	3.33
780    	3.45
7802   	3.94
78034  	3.5
78039  	2.8
78041  	2.25
78088  	3.5
781    	3.5
7810   	3.33
78103  	2.5
78105  	2.88
7811   	4.0
78116  	3.5
7812   	3.67
78142  	4.5
7815   	5.0
78160  	3.5
78174  	1.0
782    	3.0
7820   	3.75
78209  	3.55
78218  	3.0
7822   	3.0
7826   	3.5
78264  	3.0
78266  	3.5
783    	3.33
7831   	3.5
78316  	2.83
7832   	3.5
7833   	3.5
7834   	2.83
78349  	3.8
7835   	3.5
7839   	3.5
784    	2.81
7840   	3.17
7841   	3.75
7842   	4.38
7843   	4.5
7844   	3.5
7845   	2.7
7846   	3.0
78467  	1.88
78469  	3.15
78499  	4.11
785    	3.37
78544  	3.0
78574  	3.44
786    	3.11
78620  	4.5
78626  	3.5
78637  	3.57
78703  	3.75
78746  	4.0
78772  	2.45
7879   	3.5
788    	2.73
7882   	3.0
7883   	2.0
78836  	5.0
7884   	3.25
7888   	4.25
7889   	3.75
78893  	1.92
7891   	3.0
7894   	3.5
7895   	3.5
78959  	3.0
7896   	3.5
7899   	4.5
79     	2.76
790    	2.0
7900   	3.0
79006  	4.5
79008  	4.0
79057  	3.3
79073  	4.0
79091  	3.68
791    	4.0
79132  	4.07
79134  	3.45
79139  	3.45
7916   	3.5
79185  	3.42
